MatchDate,HomeTeam,AwayTeam,Full Time Home Team Goals,Full Time Away Team Goals,Full Time Result,Half Time Home Team Goals,Half Time Away Team Goals,Half Time Result,Referee,Home Team Shots,Away Team Shots,Home Team Shots on Target,Away Team Shots on Target,Home Team Fouls Committed,Away Team Fouls Committed,Home Team Corners,Away Team Corners,Home Team Yellow Cards,Away Team Yellow Cards,Home Team Red Cards,Away Team Red Cards,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,,,,,,,,,,,,,,,,,,,,,,,,
26/09/2015,Liverpool,Aston Villa,3,2,H,1,0,H,J Moss,21,10,12,4,8,13,11,1,0,0,0,0,1.53,4.33,7,1.53,4.2,6.5,1.5,4,6.1,1.53,4,7,1.53,4.28,7.48,1.53,3.8,7,,,,,,,,,,,,,,,,,,,,,,,,
26/09/2015,Man United,Sunderland,3,0,H,1,0,H,M Jones,12,9,7,4,12,17,5,2,0,3,0,0,1.2,7.5,16,1.22,6.5,13,1.2,5.8,13,1.22,6.5,13,1.23,6.9,16.7,1.22,6,13,,,,,,,,,,,,,,,,,,,,,,,,
26/09/2015,Newcastle,Chelsea,2,2,D,1,0,H,M Atkinson,11,16,5,4,12,15,4,6,1,2,0,0,6,4.2,1.62,5.75,3.9,1.62,5.4,3.7,1.6,6,4,1.62,5.98,4.16,1.63,6,3.6,1.62,,,,,,,,,,,,,,,,,,,,,,,,
26/09/2015,Southampton,Swansea,3,1,H,1,0,H,R East,18,11,7,4,18,14,4,3,3,1,0,0,2.05,3.4,4.2,2.05,3.25,3.6,2.2,3.2,3.2,2.05,3.4,3.8,2.04,3.51,4.07,2.05,3.1,4,,,,,,,,,,,,,,,,,,,,,,,,
26/09/2015,Stoke,Bournemouth,2,1,H,1,0,H,L Mason,8,11,5,6,13,11,3,7,1,0,0,0,2.55,3.3,3,2.5,3.3,2.75,2.5,3.2,2.75,2.5,3.3,2.88,2.47,3.46,3.06,2.5,3.1,3,,,,,,,,,,,,,,,,,,,,,,,,
26/09/2015,Tottenham,Man City,4,1,H,1,1,D,M Clattenburg,15,22,8,8,17,6,5,9,5,1,0,0,4.2,3.8,1.91,4,3.6,1.91,3.6,3.3,2,4.2,3.75,1.9,4.03,3.82,1.96,4,3.4,1.95,,,,,,,,,,,,,,,,,,,,,,,,
26/09/2015,West Ham,Norwich,2,2,D,1,1,D,M Dean,19,16,7,7,7,17,7,5,0,0,0,0,2.25,3.5,3.4,2.25,3.25,3.1,2.1,3.3,3.3,2.2,3.4,3.4,2.22,3.54,3.49,2.3,3.2,3.2,,,,,,,,,,,,,,,,,,,,,,,,
27/09/2015,Watford,Crystal Palace,0,1,A,0,0,D,A Taylor,15,16,2,3,17,22,6,4,4,4,0,0,2.5,3.3,3.1,2.5,3.2,2.8,2.5,3.2,2.75,2.5,3.3,2.9,2.49,3.36,3.12,2.5,3.1,3,,,,,,,,,,,,,,,,,,,,,,,,
28/09/2015,West Brom,Everton,2,3,A,1,0,H,R Madley,9,12,4,4,9,8,6,4,0,3,0,0,3.1,3.3,2.5,2.8,3.25,2.45,2.85,3.2,2.4,3,3.25,2.5,3.06,3.39,2.51,3.1,3,2.5,,,,,,,,,,,,,,,,,,,,,,,,
03/10/2015,Aston Villa,Stoke,0,1,A,0,0,D,M Jones,13,12,2,5,12,12,9,5,1,0,0,0,2.5,3.3,3.1,2.5,3.25,2.95,2.4,3.3,2.75,2.5,3.3,3,2.5,3.34,3.11,2.5,3.2,2.9,,,,,,,,,,,,,,,,,,,,,,,,
03/10/2015,Bournemouth,Watford,1,1,D,1,1,D,M Oliver,12,11,6,2,8,13,5,3,1,1,0,0,2.1,3.5,3.8,2.1,3.25,3.5,2.1,3.3,3.3,2.15,3.4,3.6,2.13,3.54,3.72,2.15,3,3.75,,,,,,,,,,,,,,,,,,,,,,,,
03/10/2015,Chelsea,Southampton,1,3,A,1,1,D,R Madley,10,13,3,5,14,14,4,6,2,5,0,0,1.83,3.7,4.8,1.83,3.6,4.5,1.7,3.6,4.7,1.8,3.75,4.5,1.83,3.76,4.84,1.83,3.2,4.8,,,,,,,,,,,,,,,,,,,,,,,,
03/10/2015,Crystal Palace,West Brom,2,0,H,0,0,D,J Moss,21,7,8,2,14,13,8,3,3,3,0,0,1.83,3.6,5,1.8,3.4,4.5,1.8,3.5,4.2,1.85,3.5,4.75,1.84,3.65,4.93,1.85,3.1,5,,,,,,,,,,,,,,,,,,,,,,,,
03/10/2015,Man City,Newcastle,6,1,H,1,1,D,K Friend,23,6,11,4,13,8,6,3,3,1,0,0,1.25,7,13,1.25,6.25,11.5,1.25,5.5,10.3,1.25,6.5,13,1.24,6.9,13.8,1.25,6,13,,,,,,,,,,,,,,,,,,,,,,,,
03/10/2015,Norwich,Leicester,1,2,A,0,1,A,M Clattenburg,17,16,2,5,4,4,16,8,0,1,0,0,2.3,3.5,3.3,2.3,3.1,3.2,2.3,3.3,2.9,2.25,3.4,3.3,2.26,3.63,3.31,2.25,3.4,3.1,,,,,,,,,,,,,,,,,,,,,,,,
03/10/2015,Sunderland,West Ham,2,2,D,2,1,H,N Swarbrick,12,20,3,6,14,11,1,8,2,4,1,0,3.2,3.4,2.4,3.1,3.2,2.3,2.9,3.3,2.3,3.1,3.4,2.4,3.13,3.46,2.43,2.9,3.4,2.38,,,,,,,,,,,,,,,,,,,,,,,,
04/10/2015,Arsenal,Man United,3,0,H,3,0,H,A Taylor,12,9,5,5,8,17,3,6,1,3,0,0,2,3.8,3.8,2,3.5,3.75,2.1,3.3,3.3,2.05,3.4,3.8,2.06,3.67,3.81,1.95,3.6,3.75,,,,,,,,,,,,,,,,,,,,,,,,
04/10/2015,Everton,Liverpool,1,1,D,1,1,D,M Atkinson,14,13,4,4,10,19,5,11,3,3,0,0,2.7,3.4,2.8,2.7,3.2,2.75,2.6,3.2,2.6,2.7,3.25,2.8,2.75,3.42,2.75,2.75,2.8,2.9,,,,,,,,,,,,,,,,,,,,,,,,
04/10/2015,Swansea,Tottenham,2,2,D,2,1,H,M Dean,11,19,2,11,8,19,5,6,1,4,0,0,2.75,3.25,2.8,2.65,3.2,2.65,2.6,3.2,2.6,2.7,3.2,2.75,2.72,3.33,2.84,2.62,3.25,2.7,,,,,,,,,,,,,,,,,,,,,,,,
17/10/2015,Chelsea,Aston Villa,2,0,H,1,0,H,R East,9,8,3,1,22,17,4,4,1,3,0,0,1.33,5.75,10,1.33,5,8.5,1.35,4.8,7.6,1.36,5,10,1.34,5.41,11,1.36,4.8,8.5,,,,,,,,,,,,,,,,,,,,,,,,
17/10/2015,Crystal Palace,West Ham,1,3,A,1,1,D,M Clattenburg,6,24,1,4,9,11,1,9,1,3,1,0,2,3.6,4,2,3.5,3.5,1.9,3.45,3.8,2,3.6,3.75,2.01,3.67,3.99,2.05,3.3,3.75,,,,,,,,,,,,,,,,,,,,,,,,
17/10/2015,Everton,Man United,0,3,A,0,2,A,J Moss,12,10,3,7,12,14,5,3,2,2,0,0,3.25,3.4,2.38,3,3.3,2.4,2.9,3.3,2.3,3.25,3.25,2.38,3.23,3.4,2.4,3.2,3,2.4,,,,,,,,,,,,,,,,,,,,,,,,
17/10/2015,Man City,Bournemouth,5,1,H,4,1,H,M Dean,15,5,11,1,11,5,1,7,2,1,0,0,1.33,5.75,10,1.33,5.25,8,1.3,5,9,1.33,5.5,10,1.34,5.58,10.6,1.36,4.8,8.5,,,,,,,,,,,,,,,,,,,,,,,,
17/10/2015,Southampton,Leicester,2,2,D,2,0,H,P Tierney,14,26,6,7,16,10,6,7,2,0,0,0,1.75,4,5,1.75,3.7,4.4,1.8,3.5,4.2,1.75,3.75,5,1.76,3.88,5.1,1.8,3.25,5,,,,,,,,,,,,,,,,,,,,,,,,
17/10/2015,Tottenham,Liverpool,0,0,D,0,0,D,C Pawson,13,12,4,3,15,11,8,6,1,2,0,0,2.5,3.5,3,2.5,3.2,2.95,2.5,3.2,2.75,2.4,3.4,2.88,2.48,3.54,2.99,2.5,3.3,3,,,,,,,,,,,,,,,,,,,,,,,,
17/10/2015,Watford,Arsenal,0,3,A,0,0,D,M Jones,8,17,1,6,11,12,3,9,2,1,0,0,6,4.2,1.62,5,4.1,1.6,5,3.9,1.6,6,4,1.62,6.29,4.31,1.59,6,3.6,1.62,,,,,,,,,,,,,,,,,,,,,,,,
17/10/2015,West Brom,Sunderland,1,0,H,0,0,D,M Atkinson,8,9,1,2,12,13,1,5,2,2,0,0,2.05,3.4,4.2,2.05,3.25,3.6,1.85,3.45,4,2.05,3.25,4.2,2.08,3.42,4.07,2.1,3,4,,,,,,,,,,,,,,,,,,,,,,,,
18/10/2015,Newcastle,Norwich,6,2,H,3,2,H,A Taylor,11,18,6,6,10,10,3,7,1,1,0,0,2.6,3.4,2.88,2.6,3.3,2.6,2.5,3.3,2.65,2.62,3.4,2.8,2.58,3.44,2.93,2.62,3.1,2.8,,,,,,,,,,,,,,,,,,,,,,,,
19/10/2015,Swansea,Stoke,0,1,A,0,1,A,R Madley,14,9,2,2,6,14,1,2,2,2,0,0,2.05,3.4,4.2,2.05,3.2,3.75,2,3.3,3.6,2.05,3.4,4,2.08,3.41,4.06,2.05,3.1,4,,,,,,,,,,,,,,,,,,,,,,,,
24/10/2015,Arsenal,Everton,2,1,H,2,1,H,L Mason,20,10,5,5,11,14,7,5,2,0,0,1,1.44,4.75,8,1.44,4.6,7.25,1.45,4,7,1.44,4.5,8,1.43,5.07,8.2,1.44,4,8,,,,,,,,,,,,,,,,,,,,,,,,
24/10/2015,Aston Villa,Swansea,1,2,A,0,0,D,N Swarbrick,9,11,3,4,10,8,4,6,2,3,0,0,3,3.3,2.6,2.7,3.2,2.6,2.75,3.2,2.5,2.9,3.1,2.62,3.09,3.22,2.59,3,2.9,2.62,,,,,,,,,,,,,,,,,,,,,,,,
24/10/2015,Leicester,Crystal Palace,1,0,H,0,0,D,M Dean,12,9,3,4,7,11,3,2,3,1,0,0,2.2,3.6,3.4,2.25,3.3,3.1,2.2,3.2,3.2,2.25,3.4,3.3,2.21,3.56,3.48,2.3,2.9,3.5,,,,,,,,,,,,,,,,,,,,,,,,
24/10/2015,Norwich,West Brom,0,1,A,0,0,D,K Friend,16,7,3,4,11,6,13,3,1,2,0,0,2,3.5,4.2,2,3.3,3.7,2.1,3.3,3.3,2,3.4,4,2.02,3.49,4.18,2.05,3.1,4,,,,,,,,,,,,,,,,,,,,,,,,
24/10/2015,Stoke,Watford,0,2,A,0,1,A,M Atkinson,12,13,1,3,10,18,11,5,3,1,0,0,2.1,3.3,4,2.1,3.25,3.5,2,3.3,3.6,2.1,3.2,4,2.1,3.38,4.03,2.15,3.1,3.6,,,,,,,,,,,,,,,,,,,,,,,,
24/10/2015,West Ham,Chelsea,2,1,H,1,0,H,J Moss,12,8,5,4,10,12,7,4,1,5,0,1,4,3.8,1.95,3.6,3.7,2,3.8,3.45,1.9,3.75,3.6,2,3.91,3.74,2.01,4,3.2,2,,,,,,,,,,,,,,,,,,,,,,,,
25/10/2015,Bournemouth,Tottenham,1,5,A,1,3,A,R East,11,14,3,9,8,15,4,5,0,1,0,0,3.4,3.5,2.25,3.3,3.3,2.25,3.2,3.2,2.2,3.4,3.3,2.25,3.58,3.42,2.23,3.5,3,2.25,,,,,,,,,,,,,,,,,,,,,,,,
25/10/2015,Liverpool,Southampton,1,1,D,0,0,D,A Marriner,15,8,2,3,8,11,10,7,1,0,0,1,2.05,3.6,3.8,2.05,3.5,3.6,1.85,3.45,4,2.1,3.4,3.75,2.08,3.56,3.87,2.1,3.3,3.9,,,,,,,,,,,,,,,,,,,,,,,,
25/10/2015,Man United,Man City,0,0,D,0,0,D,M Clattenburg,6,6,1,1,17,13,6,4,2,2,0,0,2.6,3.5,2.8,2.65,3.3,2.85,2.6,3.2,2.6,2.5,3.3,2.75,2.59,3.41,2.93,2.7,3.2,2.88,,,,,,,,,,,,,,,,,,,,,,,,
25/10/2015,Sunderland,Newcastle,3,0,H,1,0,H,R Madley,9,21,3,8,12,10,1,10,0,2,0,1,2.6,3.4,2.9,2.55,3.3,2.65,2.3,3.3,2.9,2.62,3.3,2.88,2.57,3.41,2.96,2.62,3.1,3,,,,,,,,,,,,,,,,,,,,,,,,
31/10/2015,Chelsea,Liverpool,1,3,A,1,1,D,M Clattenburg,8,16,2,7,9,21,1,7,1,4,0,0,2.1,3.5,3.75,2.1,3.3,3.4,2.1,3.2,3.4,2.1,3.4,3.75,2.07,3.54,3.92,2.1,3.2,3.75,,,,,,,,,,,,,,,,,,,,,,,,
31/10/2015,Crystal Palace,Man United,0,0,D,0,0,D,M Jones,10,5,5,1,12,15,7,3,3,3,0,0,3.8,3.5,2.1,3.4,3.4,2.1,3.4,3.2,2.1,3.8,3.4,2.05,4.02,3.46,2.08,4,3,2.1,,,,,,,,,,,,,,,,,,,,,,,,
31/10/2015,Man City,Norwich,2,1,H,0,0,D,R Madley,21,5,5,3,4,13,12,4,2,2,0,1,1.29,6,12,1.28,5.75,9,1.22,5.5,12,1.29,6,11,1.3,6.22,11.03,1.29,5,12,,,,,,,,,,,,,,,,,,,,,,,,
31/10/2015,Newcastle,Stoke,0,0,D,0,0,D,R East,15,9,6,2,6,16,11,4,1,3,0,0,2.4,3.4,3.2,2.4,3.3,3,2.5,3.3,2.65,2.4,3.4,3.1,2.39,3.43,3.24,2.4,3.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,
31/10/2015,Swansea,Arsenal,0,3,A,0,0,D,K Friend,8,15,3,5,12,7,4,4,2,0,0,0,5,4,1.75,4.5,3.6,1.75,4.7,3.6,1.7,4.75,3.8,1.73,5.05,3.93,1.76,5,3.5,1.75,,,,,,,,,,,,,,,,,,,,,,,,
31/10/2015,Watford,West Ham,2,0,H,1,0,H,K Stroud,20,8,5,3,16,12,7,2,3,0,0,1,2.6,3.4,2.9,2.6,3.2,2.7,2.6,3.2,2.6,2.5,3.4,2.9,2.6,3.38,2.94,2.62,3.1,2.8,,,,,,,,,,,,,,,,,,,,,,,,
31/10/2015,West Brom,Leicester,2,3,A,1,0,H,A Taylor,14,13,6,5,3,11,6,4,0,2,0,0,2.9,3.4,2.6,2.6,3.3,2.6,2.65,3.3,2.5,2.88,3.3,2.6,2.84,3.36,2.7,2.9,3,2.62,,,,,,,,,,,,,,,,,,,,,,,,
01/11/2015,Everton,Sunderland,6,2,H,2,1,H,A Marriner,15,17,8,9,6,5,6,1,3,2,0,0,1.5,4.5,7.5,1.5,4,6.5,1.5,4,6.1,1.5,4.2,7,1.49,4.61,7.5,1.53,3.8,7,,,,,,,,,,,,,,,,,,,,,,,,
01/11/2015,Southampton,Bournemouth,2,0,H,2,0,H,C Pawson,11,16,2,2,5,5,4,6,0,2,1,0,1.55,4.33,6.5,1.55,4,5.75,1.55,4,5.5,1.57,4.2,6,1.55,4.37,6.88,1.57,3.8,6,,,,,,,,,,,,,,,,,,,,,,,,
02/11/2015,Tottenham,Aston Villa,3,1,H,2,0,H,M Dean,17,13,6,2,6,15,4,3,0,3,0,0,1.44,4.75,8,1.42,4.33,7.25,1.4,4.4,7.3,1.44,4.5,7.5,1.43,4.8,9,1.44,4.2,8,,,,,,,,,,,,,,,,,,,,,,,,
07/11/2015,Bournemouth,Newcastle,0,1,A,0,1,A,L Mason,20,2,5,1,9,11,16,0,2,2,0,0,2.25,3.5,3.4,2.25,3.4,3.1,2.2,3.3,3.1,2.2,3.5,3.4,2.18,3.56,3.57,2.25,3.1,3.4,,,,,,,,,,,,,,,,,,,,,,,,
07/11/2015,Leicester,Watford,2,1,H,0,0,D,R East,12,8,6,4,10,10,4,2,0,1,0,0,1.85,3.8,4.5,1.85,3.6,4,1.85,3.45,4,1.85,3.75,4.33,1.88,3.79,4.43,1.83,3.2,4.33,,,,,,,,,,,,,,,,,,,,,,,,
07/11/2015,Man United,West Brom,2,0,H,0,0,D,M Dean,13,4,3,0,11,10,5,1,1,3,0,1,1.33,5.25,12,1.33,5,8.75,1.35,4.8,7.6,1.36,4.5,11,1.34,5.25,12.05,1.36,4,12,,,,,,,,,,,,,,,,,,,,,,,,
07/11/2015,Norwich,Swansea,1,0,H,0,0,D,M Clattenburg,9,8,5,0,12,7,5,2,1,0,0,0,2.45,3.4,3.1,2.55,3.2,2.85,2.5,3.3,2.65,2.4,3.4,3,2.46,3.47,3.06,2.5,3.1,2.9,,,,,,,,,,,,,,,,,,,,,,,,
07/11/2015,Stoke,Chelsea,1,0,H,0,0,D,A Taylor,8,19,2,4,13,10,1,9,3,1,0,0,3.8,3.6,2.05,3.6,3.25,2.05,3.3,3.3,2.1,3.8,3.4,2.05,3.96,3.51,2.07,3.75,3.1,2.1,,,,,,,,,,,,,,,,,,,,,,,,
07/11/2015,Sunderland,Southampton,0,1,A,0,0,D,M Jones,9,11,3,4,3,7,10,11,1,3,0,0,4.75,3.8,1.8,4.75,3.6,1.75,4,3.45,1.85,4.75,3.6,1.8,4.79,3.81,1.82,5,3.2,1.8,,,,,,,,,,,,,,,,,,,,,,,,
07/11/2015,West Ham,Everton,1,1,D,1,1,D,P Tierney,16,13,5,4,11,12,3,5,1,2,0,0,2.6,3.5,2.8,2.55,3.3,2.7,2.5,3.3,2.65,2.6,3.4,2.8,2.58,3.49,2.89,2.62,3.1,2.8,,,,,,,,,,,,,,,,,,,,,,,,
08/11/2015,Arsenal,Tottenham,1,1,D,0,1,A,M Atkinson,10,14,4,4,12,17,7,6,0,1,0,0,1.73,4,5,1.72,3.8,4.4,1.6,3.9,5,1.7,4,5,1.7,4.18,5.21,1.75,3.4,5,,,,,,,,,,,,,,,,,,,,,,,,
08/11/2015,Aston Villa,Man City,0,0,D,0,0,D,C Pawson,3,13,0,3,7,7,3,8,1,1,0,0,7.5,5,1.44,7,4.33,1.44,6.1,4,1.5,7.5,4.75,1.44,8.15,4.93,1.44,8,4,1.44,,,,,,,,,,,,,,,,,,,,,,,,
08/11/2015,Liverpool,Crystal Palace,1,2,A,1,1,D,N Swarbrick,22,9,4,4,7,6,14,6,1,2,0,0,1.67,3.8,6,1.67,3.7,5,1.6,3.7,5.4,1.7,3.75,5.5,1.68,3.99,5.73,1.7,3.2,6,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2015,Chelsea,Norwich,1,0,H,0,0,D,C Pawson,21,4,7,2,4,12,6,5,1,4,0,0,1.4,5,9,1.4,4.75,8,1.4,4.4,7.3,1.44,4.5,8.5,1.43,4.86,8.78,1.4,4.5,8,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2015,Everton,Aston Villa,4,0,H,3,0,H,M Oliver,16,10,9,3,6,9,2,3,0,0,0,0,1.57,4.2,6.5,1.57,3.9,5.75,1.55,3.9,5.6,1.6,4,6,1.57,4.2,6.8,1.57,3.8,6,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2015,Man City,Liverpool,1,4,A,1,3,A,J Moss,11,14,3,9,5,13,11,5,0,3,0,0,1.7,4,5.5,1.7,3.75,5.5,1.7,3.6,4.7,1.7,3.8,5.5,1.67,4.15,5.56,1.7,3.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2015,Newcastle,Leicester,0,3,A,0,1,A,M Jones,9,18,1,7,9,12,4,9,4,1,0,0,2.88,3.6,2.5,2.65,3.4,2.5,2.65,3.3,2.5,2.8,3.5,2.5,2.85,3.55,2.58,2.75,3.25,2.6,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2015,Southampton,Stoke,0,1,A,0,1,A,L Mason,16,16,1,4,8,8,7,3,2,0,0,0,1.57,4,7,1.57,3.9,5.75,1.65,3.6,5.1,1.62,3.8,6.5,1.61,4.06,6.5,1.62,3.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2015,Swansea,Bournemouth,2,2,D,2,2,D,A Marriner,11,16,4,4,7,9,4,5,3,2,0,0,1.91,3.6,4.5,1.85,3.6,4.5,1.9,3.45,3.8,1.91,3.5,4.33,1.91,3.59,4.6,1.95,3.1,4.5,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2015,Watford,Man United,1,2,A,0,1,A,R Madley,10,13,5,6,6,12,4,10,1,2,0,0,4.33,3.4,2,3.9,3.4,2,3.8,3.45,1.9,4,3.4,2.05,4.14,3.38,2.07,4,3.1,2.05,,,,,,,,,,,,,,,,,,,,,,,,
21/11/2015,West Brom,Arsenal,2,1,H,2,1,H,M Clattenburg,4,11,1,3,14,10,3,5,3,2,0,0,7,4.33,1.53,6,4.33,1.53,5.6,3.9,1.55,6.5,4.33,1.53,6.68,4.29,1.57,6.5,4,1.53,,,,,,,,,,,,,,,,,,,,,,,,
22/11/2015,Tottenham,West Ham,4,1,H,2,0,H,A Taylor,22,10,12,4,13,9,7,6,2,2,0,0,1.57,4.2,6.5,1.57,4.1,5.25,1.6,3.7,5.4,1.57,4,6.5,1.55,4.43,6.78,1.6,3.75,6,,,,,,,,,,,,,,,,,,,,,,,,
23/11/2015,Crystal Palace,Sunderland,0,1,A,0,0,D,M Atkinson,19,12,7,4,18,11,11,2,1,3,0,0,1.57,4,7,1.57,3.8,5.75,1.65,3.6,5.1,1.57,4,6.5,1.56,4.31,6.77,1.6,3.4,7,,,,,,,,,,,,,,,,,,,,,,,,
28/11/2015,Aston Villa,Watford,2,3,A,1,1,D,L Mason,12,14,6,6,6,13,10,10,2,3,0,0,2.75,3.3,2.8,2.75,3,2.75,2.5,3.3,2.65,2.7,3.25,2.8,2.77,3.25,2.85,2.7,3.1,2.7,,,,,,,,,,,,,,,,,,,,,,,,
28/11/2015,Bournemouth,Everton,3,3,D,0,2,A,K Friend,19,11,10,6,6,6,10,5,2,0,0,0,2.9,3.6,2.5,2.65,3.4,2.5,2.75,3.3,2.4,2.9,3.5,2.5,2.95,3.53,2.51,2.9,3.2,2.5,,,,,,,,,,,,,,,,,,,,,,,,
28/11/2015,Crystal Palace,Newcastle,5,1,H,3,1,H,S Attwell,19,7,8,2,7,13,7,5,1,1,0,0,1.7,3.9,5.5,1.72,3.8,4.4,1.75,3.5,4.5,1.7,3.8,5.5,1.69,4.04,5.53,1.73,3.5,5,,,,,,,,,,,,,,,,,,,,,,,,
28/11/2015,Leicester,Man United,1,1,D,1,1,D,C Pawson,7,10,3,2,5,7,1,8,0,1,0,0,3.1,3.5,2.4,2.95,3.4,2.4,2.9,3.3,2.3,3,3.4,2.38,3.26,3.45,2.36,3.1,3.1,2.4,,,,,,,,,,,,,,,,,,,,,,,,
28/11/2015,Man City,Southampton,3,1,H,2,0,H,R East,16,12,9,8,14,11,6,4,2,1,0,0,1.6,4.33,6,1.6,4.2,5.25,1.5,4,6.1,1.57,4.33,6,1.58,4.4,6.28,1.57,3.8,6,,,,,,,,,,,,,,,,,,,,,,,,
28/11/2015,Sunderland,Stoke,2,0,H,0,0,D,M Dean,18,7,5,3,4,10,9,5,0,2,0,1,3.2,3.3,2.45,3,3.1,2.4,2.75,3.3,2.4,3.2,3.25,2.4,3.16,3.28,2.51,3.1,3.1,2.4,,,,,,,,,,,,,,,,,,,,,,,,
29/11/2015,Liverpool,Swansea,1,0,H,0,0,D,A Taylor,10,8,2,0,12,6,8,7,3,1,0,0,1.44,4.75,8,1.45,4.4,7.5,1.5,4,6.1,1.5,4.33,7,1.48,4.55,7.95,1.5,4,7,,,,,,,,,,,,,,,,,,,,,,,,
29/11/2015,Norwich,Arsenal,1,1,D,1,1,D,J Moss,7,12,2,3,8,6,3,6,1,1,0,0,6,4.2,1.62,5.25,4.1,1.62,6.1,4,1.5,5.5,4.2,1.62,5.62,4.34,1.63,5.5,4,1.57,,,,,,,,,,,,,,,,,,,,,,,,
29/11/2015,Tottenham,Chelsea,0,0,D,0,0,D,M Oliver,9,5,4,1,14,9,4,4,4,2,0,0,2.6,3.4,2.9,2.6,3.1,2.9,2.6,3.2,2.6,2.6,3.4,2.8,2.58,3.49,2.89,2.5,3.2,2.9,,,,,,,,,,,,,,,,,,,,,,,,
29/11/2015,West Ham,West Brom,1,1,D,1,0,H,M Atkinson,17,7,6,3,15,16,5,2,0,2,0,0,2.05,3.5,4,2.05,3.25,3.6,2,3.3,3.6,2.05,3.4,3.8,2.1,3.41,3.98,2.05,3.3,3.75,,,,,,,,,,,,,,,,,,,,,,,,
05/12/2015,Arsenal,Sunderland,3,1,H,1,1,D,R Madley,16,11,7,4,7,11,3,2,1,1,0,0,1.29,6,13,1.26,6.25,10.5,1.22,5.5,12,1.25,5.5,12,1.28,6.14,13.53,1.29,5,12,,,,,,,,,,,,,,,,,,,,,,,,
05/12/2015,Chelsea,Bournemouth,0,1,A,0,0,D,M Jones,19,15,6,5,10,13,11,4,2,1,0,0,1.36,5.25,9.5,1.38,5,8,1.35,4.8,7.6,1.36,4.75,9,1.38,5.23,9.75,1.36,4.5,9,,,,,,,,,,,,,,,,,,,,,,,,
05/12/2015,Man United,West Ham,0,0,D,0,0,D,M Clattenburg,21,9,1,2,9,13,6,2,1,0,0,0,1.44,4.5,9,1.44,4.33,8,1.4,4.4,7.3,1.4,4.33,8.5,1.43,4.7,9.06,1.44,3.8,9,,,,,,,,,,,,,,,,,,,,,,,,
05/12/2015,Southampton,Aston Villa,1,1,D,0,1,A,A Taylor,23,9,5,2,4,9,10,4,1,2,0,0,1.5,4.5,7.5,1.5,4.25,6,1.45,4,7,1.5,4,7,1.52,4.37,7.57,1.53,3.6,7.5,,,,,,,,,,,,,,,,,,,,,,,,
05/12/2015,Stoke,Man City,2,0,H,2,0,H,M Atkinson,7,11,4,4,9,10,1,6,0,1,0,0,5.25,4,1.7,5,3.7,1.72,4.7,3.6,1.7,4.75,3.8,1.67,5.25,4.06,1.71,5.5,3.4,1.7,,,,,,,,,,,,,,,,,,,,,,,,
05/12/2015,Swansea,Leicester,0,3,A,0,2,A,M Oliver,10,16,2,5,3,19,3,8,2,3,0,0,2.7,3.4,2.75,2.75,3.25,2.65,2.65,3.3,2.5,2.5,3.3,2.62,2.68,3.44,2.8,2.8,3.1,2.62,,,,,,,,,,,,,,,,,,,,,,,,
05/12/2015,Watford,Norwich,2,0,H,1,0,H,M Dean,14,6,7,1,11,10,4,1,3,3,0,0,2.15,3.5,3.6,2.15,3.2,3.4,2,3.3,3.6,2.15,3.3,3.4,2.16,3.48,3.7,2.15,3.1,3.6,,,,,,,,,,,,,,,,,,,,,,,,
05/12/2015,West Brom,Tottenham,1,1,D,1,1,D,J Moss,11,9,4,3,13,10,3,6,3,2,0,0,4.75,3.6,1.85,3.9,3.4,1.91,3.8,3.45,1.9,4.33,3.5,1.83,4.75,3.69,1.85,4.5,3.1,1.91,,,,,,,,,,,,,,,,,,,,,,,,
06/12/2015,Newcastle,Liverpool,2,0,H,0,0,D,A Marriner,6,10,1,1,6,10,2,7,3,1,0,0,5.75,4.33,1.62,5.5,4,1.62,5.4,3.7,1.6,5.25,4,1.57,5.75,4.35,1.62,5.5,3.75,1.62,,,,,,,,,,,,,,,,,,,,,,,,
07/12/2015,Everton,Crystal Palace,1,1,D,0,0,D,C Pawson,19,14,4,5,4,11,13,6,1,2,0,0,2.1,3.6,3.75,2.1,3.3,3.4,2,3.3,3.6,2,3.4,3.6,2.06,3.63,3.88,2,3.3,3.75,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2015,Bournemouth,Man United,2,1,H,1,1,D,A Taylor,11,11,5,5,12,12,5,7,2,1,0,0,3.4,3.4,2.3,3.2,3.3,2.3,3,3.2,2.3,3.3,3.4,2.3,3.46,3.39,2.29,3.2,3.2,2.3,,,,,,,,,,,,,,,,,,,,,,,,
